Alloy code, C, Si, Mn, P, S, Ni, Cr, Mo, Cu,V, Al, N,Ceq,Nb + Ta, Temperature (Â°C), 0.2% Proof Stress (MPa), Tensile Strength (MPa)
MFG,0.15,0.26,0.45,0.012,0.006,0.033,0.58,0.49,0.04,0,0.006,0.0084,0,0,600,162,270
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,27,250,470
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,100,249,435
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,200,251,522
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,300,226,556
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,400,254,524
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,450,223,500
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,500,207,462
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,550,214,413
MFH,0.14,0.22,0.45,0.013,0.013,0.06,0.68,0.52,0.06,0,0.004,0.0062,0,0,600,202,328
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,27,255,460
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,100,221,411
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,200,248,514
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,300,223,544
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,400,213,507
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,450,202,486
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,500,192,444
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,550,203,395
MFL,0.15,0.21,0.42,0.015,0.011,0.06,0.66,0.52,0.07,0,0.004,0.0056,0,0,600,183,315
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,27,265,450
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,100,260,415
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,200,254,448
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,300,202,482
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,400,180,452
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,450,183,426
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,500,172,385
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,550,176,338
MFM,0.15,0.25,0.45,0.013,0.008,0.032,0.6,0.48,0.04,0,0.006,0.0082,0,0,600,160,269
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,27,575,720
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,100,532,666
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,200,478,611
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,300,499,644
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,400,456,605
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,450,437,567
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,500,423,528
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,550,428,492
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,600,368,425
VbA,0.17,0.39,0.6,0.022,0.02,0.11,1.31,1.02,0.11,0.28,0.004,0.0078,0,0,650,259,330
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,27,535,690
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,100,521,661
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,200,487,622
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,300,491,626
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,400,469,590
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,450,449,566
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,500,436,514
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,550,382,449
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,600,337,396
VbB,0.16,0.47,0.62,0.01,0.01,0.19,1.01,0.92,0.15,0.24,0.003,0.0111,0,0,650,261,339
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,27,570,710
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,100,570,678
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,200,536,645
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,300,506,626
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,400,487,600
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,450,462,554
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,500,442,518
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,550,403,462
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,600,345,397
VbD,0.14,0.34,0.73,0.01,0.009,0.13,1.06,0.96,0.08,0.23,0.003,0.0102,0,0,650,283,352
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,27,545,690
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,100,584,716
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,200,572,714
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,300,519,661
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,400,482,629
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,450,471,592
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,500,444,546
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,550,473,535
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,600,359,416
VbF,0.18,0.37,0.66,0.018,0.017,0.1,1.07,1.03,0.12,0.3,0.02,0.0081,0,0,650,278,343
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,27,515,680
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,100,508,644
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,200,494,623
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,300,464,593
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,400,440,580
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,450,447,551
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,500,421,504
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,550,384,450
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,600,335,389
VbG,0.16,0.47,0.62,0.01,0.01,0.19,1,0.92,0.15,0.24,0.002,0.0104,0,0,650,269,342
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,27,650,790
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,100,520,653
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,200,516,644
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,300,199,660
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,400,530,655
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,450,534,632
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,500,440,540
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,550,445,517
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,600,403,466
VbH,0.18,0.37,0.61,0.019,0.018,0.11,1.09,1.12,0.07,0.28,0.016,0.0064,0,0,650,318,393
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,27,570,720
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,100,540,665
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,200,522,638
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,300,513,660
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,400,499,632
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,450,463,580
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,500,453,535
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,550,395,465
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,600,338,405
VbJ,0.16,0.52,0.79,0.01,0.008,0.13,1.16,0.97,0.11,0.23,0.003,0.0106,0,0,650,262,341
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,27,525,680
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,100,499,635
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,200,162,603
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,300,459,601
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,400,473,587
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,450,434,542
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,500,411,498
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,550,380,446
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,600,323,386
VbM,0.18,0.39,0.63,0.012,0.012,0.23,1.22,0.89,0.17,0.23,0.002,0.0103,0,0,650,262,333
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,27,555,680
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,100,534,654
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,200,501,619
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,300,496,607
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,400,480,582
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,450,450,540
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,500,433,505
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,550,408,162
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,600,344,397
VbN,0.15,0.52,0.78,0.01,0.009,0.12,1.17,0.98,0.08,0.23,0.003,0.0106,0,0,650,252,333
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,27,468,592
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,100,434,545
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,200,439,557
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,300,421,596
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,350,403,566
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,400,410,513
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,450,350,457
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,500,349,426
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,550,271,344
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,600,194,276
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,27,483,625
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,100,513,645
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,200,450,623
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,300,452,634
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,350,436,614
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,400,415,569
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,450,375,490
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,500,303,410
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,550,264,363
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,600,189,288
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,27,590,692
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,100,591,682
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,200,570,670
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,300,566,701
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,350,526,659
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,400,530,600
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,450,467,543
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,500,403,476
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,550,288,387
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,600,186,316
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,27,574,698
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,100,512,637
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,200,513,641
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,300,486,649
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,350,461,630
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,400,431,567
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,450,424,535
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,500,380,466
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,550,326,412
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,600,252,338
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,27,515,629
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,100,500,592
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,200,473,589
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,300,459,624
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,350,446,595
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,400,399,530
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,450,395,487
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,500,368,430
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,550,298,367
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,600,218,300
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,27,451,578
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,100,424,534
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,200,411,533
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,300,396,571
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,350,397,551
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,400,351,490
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,450,342,432
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,500,300,380
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,550,248,321
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,600,189,269
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,27,476,604
